Client,Case Study or Client Story,Industry,Vertical,Product,Summary,Link,Quarter,Primary region
Michelin,Client story,Automotive,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Milky Bar,Client story,Food / Beverage / Drug,Brand,R&R,Collecting reviews at event supports product launch and increases awareness,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,EMEA
Missguided,Client story,Apparel / Accessories,Retail,R&R,"Implemented a review response strategy, addressed product issues, resulting in a drop in return rates",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,EMEA
Missguided,Client story,Apparel / Accessories,Retail,R&R,Utilizing product insights and taking action,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,EMEA
Mitre 10,Client story,Hardware / Home Improvement,Retail,R&R,Mitre 10 NZ reaches 1K reviews monthly via Rate & Win sweepstakes  ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Mitre 10,Client story,Hardware / Home Improvement,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Mohawk Home,Client story,Home Improvement/Furnishings,Brand,R&R,Employee reviews,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Moonpig,Client story,Flowers/Gifts,Retail,R&R,Gained online visibility and turned their conversion rates around; improving their average rating by .5 stars,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,EMEA
Murad,Client story,Health / Beauty,Brand,R&R,Murad sees impressive lift in volume by adopting CGC PIE best practices ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,EMEA
Myer,Client story,Mass Merchant / Department Store,Retail,R&R,Sweeps in PIE increases volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,APAC
Myer,Client story,Mass Merchant / Department Store,Retail,R&R,Myer transforms Ratings & Review program and drives increase in sales ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Myer,Client story,Mass Merchant / Department Store,Retail,R&R,Receives boost in photos uploaded with reviews,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
N Brown,Client story,Apparel / Accessories,Retail,R&R,Reviewed products get more views and revenue than non-reviewed products,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,EMEA
N Brown Group,Client story,Apparel / Accessories,Retail,R&R,Follow best practices to establish best-in-class utilization of CGC,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,EMEA
NARTA,Client story,Hardware / Home Appliance Electronics,Brand,R&R,Amplifying shoppers reviews to drive conversions,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,APAC
National Products Reviews,Client story,Hardware / Home Appliance Electronics,Brand,R&R,Non BV-Sampling supports product launch,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,APAC
Natural Dentist,Client story,CPG (Consumer Packaged Goods),Brand,Sampling,"Sent samples (and used Managed Services) to support upcoming product launch and leveraged a sweepstakes promoted via social channels and a general review submission form, which increased volume at retail ",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,NA
Natures Variety,Client story,Pets,Brand,,Bazaarvoice wins by 3 measures for Nature's Variety Instinct,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
Neato,Client story,Consumer Electronics,Brand,R&R,PIE increases review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Neostrata ,Client story,Health / Beauty,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Nescafe,Client story,Food / Beverage / Drug,Brand,R&R,Sampling with QR code,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,EMEA
Nestle,Client story,Food / Beverage / Drug,Brand,R&R,Measuring reviews impact on a non-ecommerce website without BV pixel,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,EMEA
Neutrogena,Client story,Health / Beauty,Brand,R&R,Amplification in ads drivs higher CTR,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Neutrogena,Client story,Health / Beauty,Brand,R&R,Neutrogena implements additional PIE functionality to drive up their reviews.,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,NA
Neutrogena,Client story,Health / Beauty,Brand,R&R,Neutrogena utilizes R&R in paid media to drive app downloads,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Newell,Client story,Diversified Manufacturing Conglomerate,Brand,R&R,In-mail submission ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Nike/Converse,Client story,Footwear,Brand,R&R,Pre-seeding reviews for product launch,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Nikon,Client story,Consumer Electronics,Brand,R&R,Brand Ambassador Reviews,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
Noni B,Client story,Apparel / Accessories,Retail,R&R,In-mail submission ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,APAC
Norauto,Client story,Automotive,Retail,R&R,Increased sales from offline amplification,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,EMEA
Nordstrom,Client story,Mass Merchant / Department Store,Retail,R&R,Nordstrom App Gains Visual Boost,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,NA
Norrona,Client story,Sporting Goods / Outdoors,Brand,R&R,"Generated over 1,500 reviews prior to launch and increased Conversion from day one by 60%, along with strategic guidance",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,EMEA
NuFACE Carol Cole,Client story,Health / Beauty,Brand,R&R,DCC,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
NUK,Client story,CPG (Consumer Packaged Goods),Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Nutrena,Client story,Pets,Brand,R&R,Nutrena successfully tackles the challenge of getting reviews without e-commerce using a creative solution with its newsletter and coupons,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eik7uj87Hv1Kvdj-NKFzGigBRPZzOLga5uVp_iEF7a68FA?e=Aytx3X,FY19 Q2,NA
O2,Client story,Telecommunications,Retail,R&R,Reducing cart abandonment,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,EMEA
OBI,Client story,Hardware / Home Improvement,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Office Depot,Client story,Office Supplies,Retail,R&R,Transactional PIE drives huge volume boost; 3.5x and 4x increase in native reviews and 4% increase to product coverage ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Office Depot,Client story,Office Supplies,Retail,R&R,Transactional PIE Drives Huge Volume Boost for Office Depot ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
Officeworks,Client story,Office Supplies,Retail,Spotlights,Extend SEO benefits of reviews to category pages,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,APAC
Officeworks,Client story,Office Supplies,Retail,R&R,Site re-platform drives volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,APAC
Officeworks,Client story,Office Supplies,Retail,R&R,Officeworks partners with Bazaarvoice to increase syndicated reviews from key brands.,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Officeworks,Client story,Office Supplies,Retail,Sampling,Officeworks generates reviews from Sampling campaign to early learning centres,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Officeworks,Client story,Office Supplies,Retail,R&R,Officeworks A/B products pre and post review to measure the impact in conversion ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
Officeworks,Client story,Office Supplies,Retail,R&R,Improves products & customer experience by uncovering insights from constructive (lowlights) reviews ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
Officeworks,Client story,Office Supplies,Retail,R&R,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Officeworks,Client story,Office Supplies,Retail,R&R,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Officeworks,Client story,Office Supplies,Retail,R&R,"A/B test of Inline Ratings shows AUD$781,000 in incremental revenue for Officeworks ",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Officeworks 2,Client story,Office Supplies,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
OGX Beauty,Client story,Health / Beauty,Brand,R&R,OGX leverages social giveaway for priority product ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
Oilso,Client story,Hardware / Home Improvement,Brand,R&R,12x More Reviews Displaying in the BV Network within Two Weeks,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,NA
Ollo,Client story,Financial Services,Financial Services,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
P&G,Client story,CPG (Consumer Packaged Goods),Brand,R&R,Social competition leverages consumer’s feedback to boost Ratings & Reviews,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,EMEA
P&G,Client story,CPG (Consumer Packaged Goods),Brand,R&R,New engagement model,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
P&G,Client story,CPG (Consumer Packaged Goods),Brand,R&R,Services help improve product feed,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,EMEA
P&G Gillette,Client story,CPG (Consumer Packaged Goods),Brand,R&R,"Use multiple touchpoints to drive free product trials; 919 new reviews, 4.9 avg rating",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,EMEA
P&G Proxima,Client story,CPG (Consumer Packaged Goods),Brand,R&R,Volume driving campaign,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,EMEA
Pacifica,Client story,Financial Services,Financial Services,R&R,Display reviews across the site and leverage moderation to gain client trust in a highly-regulated industry and to address security issues,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,EMEA
Pandora,Client story,Jewelry,Brand,Curations,Bringing in-store experience online via curations,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Pandora,Client story,Jewelry,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Paris Presents,Client story,Health / Beauty,Brand,R&R,"Increased interaction of reviews by improviding the submission form, launching a sweepstakes and multi-channel reviews amplification, which increased interactions and conversions",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,NA
Petmate,Client story,Pets,Brand,R&R,PIE optimizations increases review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Petmate,Client story,Pets,Brand,R&R,All-around success,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
Philips,Client story,Consumer Electronics,Brand,R&R,"Improve product data gaps, drastically improving syndication",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Philips,Client story,Consumer Electronics,Brand,R&R,Philips Global implements multi-feed imports to boost syndication & improve product feeds,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,EMEA
Philips & Domoss.sk,Client story,Consumer Electronics,Brand,R&R,Syndication display pilot between brand and retailer,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,EMEA
Poise,Client story,Health / Beauty,Brand,R&R,Bringing back old formulation due to consumer feedback and insights,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
"Polaris, Dickies, AT&T",Client story,Automotive,Brand,R&R,"Polaris, Dickies, and AT&T update the “prompt text” on the review submission form and see drastic improvements in content quality and resulting conversions (among other benefits).",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
PURE GYM,Client story,Sporting Goods / Outdoors,Retail,R&R,PUREGYM  partners with BV to support its expansion thanks to Review response and Insights (BV Stores),https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,EMEA
Purina,Client story,Pets,Brand,R&R,Purina boosted its digital ad performance by using R&R,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,EMEA
Purina Mills,Client story,Pets,Brand,R&R,Non-comm company dramatically boosts volume & rating with sweepstakes,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,NA
Puritans Pride,Client story,Dietary Supplements,Brand,R&R,"Puritans Pride drives category-level conversion with reviews on those pages to move visitors (who often visit the site without a specific product in mind) down the funnel, leading to boost in revenue.",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Rebel,Client story,Sporting Goods / Outdoors,Retail,R&R,Rebel receives syndicated content from Nike,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
Rebel Sports,Client story,Sporting Goods / Outdoors,Retail,R&R,Sweeps in PIE,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,APAC
Red Balloon,Client story,Flowers/Gifts,Retail,R&R,Uncovering insights to improve customer experience and revert back to suppliers ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Red Balloon,Client story,Flowers/Gifts,Retail,R&R,Display of in-line ratings,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Reebok,Client story,Footwear,Brand,R&R,Analyzed conversion & AOV by the # of reviews per product ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Reebok,Client story,Footwear,Brand,R&R,Reebok amplifies reviews to increase email open rate,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
REI,Client story,Sporting Goods / Outdoors,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Review Australia,Client story,Apparel / Accessories,Retail,R&R,In-store PIE and ROBO,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,APAC
Rocky Brands,Client story,Footwear,Brand,Curations,Quick Curations launch across three brand sites leads to client satisfaction ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,NA
Rue Du Commerce,Client story,Mass Merchant / Department Store,Retail,R&R,Leverage the BV network of brands to boost volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,EMEA
Samsung,Client story,Consumer Electronics,Brand,R&R,Automates product feed improvements  ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Samsung,Client story,Consumer Electronics,Brand,R&R,Re-engages in a global CGC program strategy,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Samsung,Client story,Consumer Electronics,Brand,R&R,Brand defines dollars lost at retail on negative reviews without brand responses via BV business case,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Samsung,Client story,Consumer Electronics,Brand,R&R,Samsung sees impressive lift in volume by adopting CGC best practices ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,EMEA
Samsung,Client story,Consumer Electronics,Brand,R&R,Samsung fixes API issues and sees huge lift in syndication,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,EMEA
Samsung,Client story,Consumer Electronics,Brand,R&R,Samsung defines dollars lost when volume and rating drop,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
Samsung,Client story,Consumer Electronics,Brand,R&R,Samsung sees great results with Conversations (conversions),https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,EMEA
